"X.O. DE CHIHUAHUA S.A. DE C.V.",1
"EMPACADORA DE CARNES PREMIUM S.DE R.L. DE C.V.",1
"JUAN CARLOS FORTES LUCIO",1
"REYNALDO RUÍZ VALENCIA",1
"EMPACADORA ARMOR S.A. DE C.V.",1
"EMPACADORA SABADELL, S.A. DE C.V.",1
"DISTRIBUIDORA DE TERNERA AMERICA-LUIS S.A. DE C.V.",1
"PRIME FOODS DE MEXICO S.A. DE C.V.",1
"COMERCIALIZADORA PISIS S.A. DE C.V",1
"GATE GOURMET & MAASA MEXICO S. DE R.L. DE C.V.",1
"GRUPO GASTRONOMICO GALVEZ S.A. DE C.V.",1
"PRODUCTOS SEREL S.A. DE C.V",1
"FRIO DE NEPAL S.A. DE C.V.",1
"NUESTRO SABOR S.A. DE C.V.",1
"MEGA CHEF S.A. DE C.V",1
"UNICA EMPACADORA WUNSCH S.A. DE C.V.
",1
"JAN LUI S.A. DE C.V.",1
"TIENDAS COMERCIAL MEXICANA S.A. DE C.V.",1
"SAN CARLOS PRODUCTOS DE POLLO S.A. DE C.V.",1
"JESÚS VÁZQUEZ REY",1
"LOGISTICA ALIMENTICIA ALCANTAR S.A. DE C.V.",1
"PROCESADORA Y DISTRIBUIDORA LOS CHANEQUES, S. A DE C. V",1
"CORPO SNACK, S.A. DE C.V.",1
"FRIGARSA, S.A. DE C.V ",1
"ALIMENTOS DE LA GRANJA, S.A. DE C.V.",1
"INDUSTRIAS ALIMENTICIAS SAM, S.A. de C.V. ",1
"GREGORIO CADENA MATA",1
"ESCORE ALIMENTOS, S. A DE C. V",1
"CASIAN HERMANOS, S. A DE C. V",1
"TRADICIÓN CULINARIA, S. A DE C. V",1
"WWPL MÉXICO, S. A. DE C. V",1
"CARNES PV DE MÉXICO, S. A. DE C. V",1
"JUI OU LIN",1
"LOGÍSTICA ALIMENTARIA ALCANTAR, S. A. DE C. V.",1
"TAMALMEX, S. A. DE C. V",1
"MARINTER, S. A. DE C. V.",1
"QUALTIA ALIMENTOS OPERACIONES, S. DE R.L. DE C.V",1
"SIGMA ALIMENTOS CENTRO S.A. DE C.V.",1
"SANITARIA PORCINA SALINAS S.A. DE C.V ",1
"OBRADOR Y EMPACADORA LA BARCA S.A. DE C.V",1
"ABASTOS CUAUTITLÁN, S.A",1
"SALCHICHAS Y JAMONES DE MÉXICO, S.A. DE C.V",1
"PRODUCTOS CARNICOS AR, S.A. DE C.V.
",1
"FRIALSA FRIGORIFICOS S.A. DE C.V.",1
"SIGMA ALIMENTOS CENTRO, S.A. DE C.V. ",1
"NUEVA WALMART DE MEXICO S. DE R.L. DE C.V.",1
"FRITURAS VALLECANO S.A. DE C.V. ",1
"CONSORCIO DIPCEN S.A. DE C.V.",1
"PLAN PRO RESTAURANTES S.A. DE C.V",1
"IMPROCAR S. A DE C. V",1
"ALMACENES REFRIGERADOS CONSOLIDADOS S.A. DE C.V.",1
"RANCHO SAN LUIS ACULCO S. DE R. L DE C. V",1
"DYSAL S.A. DE C.V",1
"NUEVA WALMART DE MEXICO S. DE R. L. DE C. V",1
"PRODUCTOS EMBUTIDOS XALOSTOC S.A. DE C.V",1
"ALICORMA, S. A DE C. V ",1
"COMERCIAL NORTEAMERICANA S. DE R. L DE C. V",1
"INTERNATIONAL AMMA FOODS, S. A. DE C. V",1
"DERILEQ S.A. DE C.V",1
"ALIMENTOS MIXOCO S.A. DE C.V.
",1
" PRODUCTOS FAIN S.A. ",1
"OBRADOR Y EMPACADORA LA BARCA S.A. DE C.V",1
"ALIMENTOS CENTRALIZADOS DE MÉXICO, S. DE R.L. DE C.V.
",1
"AGROPECUARIA ASTURIANA, S.A. DE C.V.",1
"NAFTA FRIGORÍFICOS, S.A. DE C.V.",1
"TIENDAS CHEDRAUI S.A. DE C.V.",1
"MARGARITA ALMAZAN CANTÚ
MARGARITA ALMAZAN CANTÚ
MARGARITA ALMAZAN CANTÚ
MARGARITA ALMAZAN CANTÚ
MARGARITA ALMAZAN CANTÚ",1
"INDUSTRIAS DE REFRIGERACIÓN PLAFER, S.A. DE C.V.",1
"PANADERÍA Y ALIMENTOS PARA FOOD SERVICE, S.A. DE C.V.",1
"PFS DE MEXICO, S.A.P.I. DE C. V.",1
"PRODUCTOS INNOVADORES ALIMENTICIOS S. DE R. L DE C. V",1
"INDUSTRIAS DE REFRIGERACIÓN PLAFER, S. A DE C. V",1
"X.O. DE CHIHUAHUA, S. A DE C. V",1
"FRIOTÉCNICA EN ALIMENTOS, S. A DE C. V",1
"FRIGORÍFICO CEDANED, S. C DE R. L. DE C. V",1
"GRUPO ALMOS, S. A DE C. V",1
"DEN ISON CASINGS, S. A DE C. V",1
"EL NOBLE PRODUCTION, S. A. DE C. V",1
"BIMBO, S. A. DE C. V",1
"INTERCARNES, DISTRIBUIDORA DE CARNES INTERNACIONALES, S. A. DE C. V.",1
"DISTRIBUIDORA Y COMERCIALIZADORA SAN ANDRÉS, S. A. DE C. V.",1
"GRUPO CÁRNICOS GONZÁLEZ, S. A. DE C. V.",1
"FRIGORÍFICO METROPOLITANO, S. A. DE C. V.
",1
"EMPACADORA DE CÁRNICOS DOS TOROS, S. A. DE C. V",1
"INDUSTRIALIZADORA DE PORCINOS DELTA, S.A. DE C.V.",1
"FRIGORIFICO Y RASTRO DE SANTA ANA S.A. DE C.V.",1
"SALCHICHONERIA GUNTER S.A. DE C.V.",1
"AVOIR HYLIFE MÉXICO, S. A. DE C. V.
",1
"INDUSTRIA ALIMENTICIA DE PÉNJAMO, S. A DE C. V",1
"ALIMENTARIA SELECTUS, S. A. DE C. V.",1
"RASTRO FRIGORIFICO Y SERVICIOS INTEGRALES DEL BAJIO S.A. DE C.V.",1
"BACHOCO S.A. DE C.V. ",1
"BAJO CERO FRIGORÍFICOS, S. A. DE C. V.
BAJO CERO FRIGORÍFICOS, S. A. DE C. V.
BAJO CERO FRIGORÍFICOS, S. A. DE C. V.
BAJO CERO FRIGORÍFICOS, S. A. DE C. V.
BAJO CERO FRIGORÍFICOS, S. A. DE C. V.
BAJO CERO FRIGORÍFICOS, S. A. DE C. V",1
"UNIÓN GANADERA REGIONAL DE GUANAJUATO",1
"ALIMENTOS EL PESEBRE, S.P.R. DE R.L.",1
"SIGMA ALIMENTOS CENTRO, S.A. DE C.V.",1
"PRODUCTOS DESHIDRATADOS ARRAN S.A. DE C.V.",1
"ALIMENTOS NATURALES RANCHO VIEJO, S.A. DE C.V.",1
"FORRAJES Y CARNES DE SANTIAGO DE TULANTEPEC, S. P. R. DE R. L.",1
"NH FOODS MEXICANA, S.A. DE C.V",1
"EMBUTIDOS CORONA, S.A. DE C.V",1
"ALIMENTOS FINOS DE OCCIDENTE, S.A. DE C.V",1
"PROCESADORA DE AVES DE TEPA, S.A. DE C.V.",1
"MAXIM ALIMENTOS, S.A. DE C.V.",1
"COMERCIALIZADORA DE EMBUTIDOS ICO, S.A. DE C.V.",1
"PRODUCTOS EL GRAN CHAPARRAL, S.A. DE C.V.",1
"GRANJA EL RINCON, S. DE P.R. DE R.L.",1
"AVIBEL DE MÉXICO, S. A. DE C. V.",1
"MEAT, S.A. DE C.V",1
"CARNES SHAMROCK, S.A. DE C.V ",1
"SERKEL S.A. DE C.V",1
"OMEX ALIMENTARIA, S. A. DE C. V",1
"SIGMA ALIMENTOS LACTEOS S.A. DE C.V.",1
"ALIMENTOS FINOS DE OCCIDENTE, S.A. DE C.V.",1
"RASTRO PORCICOLA AZTECA, S.A. DE C.V. ",1
"SONORA AGROPECUARIA, S.A. DE C.V.",1
"GRAFOLER, S. DE P.R. DE R.L. DE C.V.",1
"CENTRO DE VALOR AGREGADO LAGOS DE MORENO, A. C",1
"PIGAMEX S.A DE C.V",1
"PROCESADORA DE AVES VALLE, S. A DE C. V",1
"RASTRO MUNICIPAL DE ARANDAS, JALISCO",1
"GENA AGROPECUARIA, S. A. DE C. V",1
"EXEA ALIMENTOS, S. A. DE C. V",1
"PFS DE MÉXICO, S. A. P. I. DE C. V.",1
"TASTER MEATS, S. A. DE C. V.",1
"MU LÁCTEOS, S. A. DE C. V.",1
"OA2K OPERADORA AGROPECUARIA, S. A. DE C. V.",1
"INDUSTRIALIZADORA DE CÁRNICOS STRATTEGA, S. A DE C. V",1
"SUKARNE AGROINDUSTRIAL, S. A DE C. V",1
"RASTRO FRIGORIFICO Y OBRADOR TIF SAN JOSÉ S. A. DE C. V.",1
"JOSÉ SALCEDA ESTRADA",1
"PROCESADORA BELLAVISTA, S. P. R. DE R. L.",1
"AGROPORCÍCOLA HUANDACAREO, S.P.R. DE R. L.",1
"PRODUCTORA PECUARIA ALPERA, S.A.P.I. DE C.V.",1
"ALIMENTOS DE LOS ALTOS GP, S. A DE C. V",1
"EMPACADORA TREVIÑO, S.A. DE C.V.",1
"PROCESADORA Y COMERCIALIZADORA CONAGRO, S.A. DE C.V.",1
"QUALTIA ALIMENTOS OPERACIONES, S. DE R.L. DE C.V.",1
"RASTRO SUPREMO DE NUEVO LEÓN, S. A. DE C. V.",1
"SIGMA ALIMENTOS NORESTE ,S.A. DE C.V.",1
"GANADERIA INTEGRAL S.K., S.A. DE C.V.",1
"BACHOCO COMERCIAL, S. A. DE C. V.",1
"BODEGA DE PRODUCTOS INTERNACIONAL, S.A. DE C.V ",1
"KAR FRI ALIMENTOS S.A. DE C.V.",1
"INTERNACIONAL DE ALIMENTOS MEXICANOS S.A. DE C.V.",1
"PROCESADORA SALINAS, S.A. DE C.V.",1
"EMPACADORA Y BENEFICIADORA DE CARNES, S.A. DE C.V.",1
"PRODUCTOS ALIMENTICIOS TIA LENCHA S.A. ",1
"PRODUCTORA DE BOCADOS CÁRNICOS, S.A. DE C.V.",1
"EMPACADORA DE ALIMENTOS LOS FRESNOS, S.A DE C.V.
",1
"RED DE FRÍOS, S. A. DE C. V",1
"BODEGA DE PRODUCTOS INTERNACIONAL S.A. DE C.V.",1
"CONSORCIO INTERNACIONAL DE CARNES S.A. DE C.V",1
"CEDICARNES FOODS, S.A. DE C.V.",1
"BOCADOS MG S.A. DE C.V.",1
"PROFRIO LOGÍSTICA, S.A. DE C.V.",1
"COMERCIAL NORTEAMERICANA, S. DE R. L DE C. V",1
"BASAL MONTERREY, S. A. DE C. V.",1
"PROCESADORA DE PRODUCTOS CARNICOS DEL NORESTE S.A. DE C.V.",1
"CHAMAR ALIMENTOS, S.A. DE C.V.",1
"PFS DE MEXICO, S.A.P.I. DE C. V. ",1
"EMPACADORA Y DISTRIBUIDORA DE CARNES FINAS SAN JUAN, S.A. DE C.V.",1
"ALBO ALIMENTOS, S.A. DE C.V",1
"ALIMENTOS AD HOC, S.A. DE C.V.",1
"EMPACADORA TRINITY, S. A DE C. V",1
"ALIMENTOS CALIDAD OPTIMA, S.A. DE C.V.",1
"PRAIMIT S.A. DE C.V.",1
"BACHOCO, S. A DE C. V",1
"SIGMA ALIMENTOS NORESTE, S.A. DE C.V.",1
"COMERCIALIZADORA MACHE, S. A. DE C. V",1
"GERARDO JAVIER VILLARREAL LOZANO
",1
"ELABORACION DE ALIMENTOS NACIONALES, S.A. DE C.V.
",1
"EMPACADORA SUPREMO DE MONTERREY, S.A. DE C.V",1
"POLLOS VIDAURRI, S.A. DE C.V",1
"EMPACADORA SAMAGO, S.A. DE C.V",1
"J.T. INTERNACIONAL, S.A. DE C.V.",1
"SUCABRITO, S.A. DE C.V",1
"SIGMA ALIMENTOS NORESTE, S.A. DE C.V.
",1
"OKC ALIMENTOS, S. A DE C. V",1
"EMPACADORA DON CHEMA, S. A DE C. V",1
"DESARROLLO DE ENGORDAS ESTABULADAS, S. A DE C. V",1
"COMERCIALIZADORA DE POLLOS Y CARNES YESAKI, S. A DE C. V",1
"RASTRO EMPACADORA EL ALBA, S. A DE C. V",1
"RED DE FRÍOS, S. A DE C. V",1
"CONGELADORA FREZZ LOGISTICS, S. A DE C. V",1
"FROZEN FAST TORVEL, S. DE R. L. DE C. V  ",1
"AYVI, S. A DE C. V",1
"QUALTIA ALIMENTOS OPERACIONES, S. DE R. L. DE C. V",1
"ABASTECEDORA DE CARNES SAN GABRIEL, S. A. DE C. V",1
"TRANSFORMACIÓN CÁRNICA, S.P.R.L. DE C. V.",1
"PROCESADORA Y DISTRIBUIDORA CON GRANDES INICIATIVAS Y OBJETIVOS, S. A. DE C. V.",1
"NUEVA WAL MART DE MÉXICO, S. DE R. L. DE C. V",1
"OPERADORA MITRAS DEL NORTE, S. A. DE C. V",1
"SUKARNE, S. A. DE C. V",1
"FOODCO, S. A. DE C. V.",1
"PROCESADORA LAMININ, S. A. DE C. V",1
"ALIMENTOS CENTRALIZADOS DE MÉXICO, S. DE R. L. DE C. V.",1
"EMPACADORA MEXICANA DE PUEBLA S.A. DE C.V",1
"DISTRIBUIDORA DE CARNE DE CERDO DE PUEBLA S.A. DE C.V",1
"PRODUCTOS AGROPECUARIOS DE TEHUACÁN, S. DE R. L. DE C. V.
",1
"GRUPO MOSANDI S.A. DE C.V.
",1
"RYC ALIMENTOS, S. A DE C. V ",1
"OVO PRODUCTOS DE MÉXICO, S. A. DE C. V",1
"GRUMEN CÁRNICOS, S. A DE C. V",1
"NUTRI CARNE, S. P. R. DE R. L. DE C. V",1
"WARLO ALMACENES, S. A DE C. V",1
"ALIMENTOS CERTIFICADOS DE PUEBLA, S. A. DE C. V",1
"INDUSTRIAL DE ABASTOS PUEBLA",1
"PLANTA INDUSTRIAL DE HUEVO SRS, S. A. DE C. V",1
"DISTRIBUIDORA DE CARNES DEL BAJIO S.A. DE C.V",1
"POLLO DE QUERETARO S.A. DE C.V.",1
"RASTRO MUNICIPAL DE QUERETARO",1
"ASOCIACIÓN GANADERA LOCAL DE PORCICULTORES DE QUERÉTARO",1
"EVOLUCIÓN ALIMENTARIA, S. A. DE C. V.",1
"PROCESADORA DE ALIMENTOS MEXICANOS, S. A. DE C. V.",1
"PALACE RESORTS, S. A DE C. V",1
"COMERCIALIZADORA MARTISOR, S. A DE C. V",1
"MAQUILADORA DE ALIMENTOS DEL SURESTE, S. A. DE C. V",1
"EMPACADORA ROMAR S.A. DE C.V.",1
"CARNES SELECTAS TANGAMANGA, S.A. DE C.V",1
"PILGRIM´S PRIDE, S. DE R. L DE C. V",1
"GRUPO GUSI, S. DE P.R. DE R.L. DE C.V",1
"PRADERAS HUASTECAS S.P.R. DE R.L.",1
"ALIMENTOS DEL ALTIPLANO S.P.R. DE R.L",1
"PRODUCTOS MEDELLIN S.A. DE C.V",1
"KARNISIMA DE SAN LUIS, S.A. DE C.V",1
"NAFTA FRIGORÍFICOS, S. A DE C. V",1
"CONDIMENTOS DE MÉXICO, S.A. DE C. V",1
"BACHOCO, S.A. DE C.V",1
"PRODUCTOS CHATA, S.A. DE C.V",1
"GANADERÍA FLEXI, S. A. DE C. V",1
"SONORA AGROPECUARIA, S.A. DE C.V",1
"PROMOTORA COMERCIAL ALPRO, S. DE R. L. DE C. V",1
"ALIMENTOS GROLE, S.A. DE C.V.",1
"FRIGORÍFICO KOWI, S.A. DE C.V.",1
"S.A.N.A. INTERNACIONAL, S. DE R. L. DE C.V. ",1
"PROCESADORA Y EMPACADORA GANADERA DE SONORA, S. A. P. I. DE C. V",1
"GRANJAS OJAI, S.A. DE C.V.
",1
"CORRALES DE ENGORDA DEL DISTRITO DE ALTAR S.A. DE C.V.
",1
"RANCHO EL 17 S.A.P.I. DE C.V",1
"FRIGORIFICA CONTRERAS, S.A. DE C.V. ",1
"COMERCIAL NORTEAMERICANA S. DE RL. DE C.V",1
"BG ALMACENES Y SERVICIOS, S. A. DE C. V",1
"ADAB OCEAN HARVEST, S. DE R. L. DE C. V",1
"PROPEC PROCESOS PECUARIOS, S. A. DE C. V",1
"PRAVINOR, S. A. DE C. V",1
"TAOS ALIMENTOS, S. A DE C. V",1
"RANCHO EL 17, S. A. P. I. DE C. V",1
"TIENDAS SORIANA S.A. DE C.V.",1
"PRO-AGRO, S.A. DE C.V",1
"BONANZA GOURMET, S.A. DE C.V",1
"TIENDAS CHEDRAUI, S. A. DE C. V.",1
"EMPACADORA GANADERA DE TAMAULIPAS, S.A. DE C.V.",1
"ABASTECEDORA DE MATERIAS PRIMAS AGROINDUSTRIAL, S.A. DE C.V.
",1
"INGENIERIA CARNICA MEXICANA S.A. DE C.V",1
"RASTRO DE LA UNIVERSIDAD AUTONOMA DE TAMAULIPAS",1
"PRODUCTOS ALIMENTICIOS XICO, S. A. DE C. V.",1
"EMPACADORA SILVA S.A. DE C.V",1
"UNION GANADERA REGIONAL DEL NORTE DE VERACRUZ ",1
"FRIGORIFICO DE LA CUENCA DEL PAPALOAPAN, S.A. DE C.V.",1
"FRIGORIFICO Y RASTRO DEL SURESTE DE VERACRUZ S.P.R. DE R.L.",1
"RASTRO FRIGORIFICO DE LA UNION GANADERA REGIONAL DEL NORTE DE VERACRUZ",1
"AUTENTICA EMPACADORA DE PEROTE S.A. DE C.V.
",1
"COMERCIALIZADORA E INDUSTRIALIZADORA AGROPECUARIA S.A. DE C.V",1
"ROVIANDA S.A.P.I. DE C.V.
",1
"AVICULTORES CORDOBESES ASOCIADOS S.A. DE C.V",1
"GRUPO PECUARIO SAN ANTONIO, S.A. DE C.V",1
"PORCÍCOLA LOS PINOS, S. DE P.R. DE R.L.",1
"PLANTA FRIGORÍFICO PRESIDENTE MIGUEL ALEMÁN    DE LOS GANADEROS DEL SUR DE VERACRUZ, S. A. DE C. V",1
"PROCESOS Y EMPACADOS DE VERACRUZ, S. A. DE C. V",1
"BACHOCO, S.A. DE C.V.
",1
"GRUPO PORCICOLA MEXICANO, S.A. DE C.V. ",1
"INDUSTRIAS ALIMENTARIAS DEL SURESTE S.A. DE C.V ",1
"ZELMA KOOLER DE MEXICO S.A. DE C.V",1
"POLLO INDUSTRIALIZADO DE MEXICO S.A. DE C.V.
",1
"TRANSPORTES ESPECIALIZADOS GAL S.A. DE C.V.",1
"PROCESADORA DE PAVOS DEL SURESTE, S. P. R. DE R. L. DE C. V",1
"COMERCIALIZADORA MARLET, S. A. DE C. V",1
"ULTRAFRÍO DE MÉRIDA, S.A.P.I. DE C. V.",1
